same_face_id,sex_decfunc_avg,age_label_avg
0,0.10872414073015074,26.071316979638297
1,-2.30304265,35.06850282351176
2,0.6842271227457627,25.54468160968716
3,-2.5403865999999997,32.80825734138489
6,-0.9213134722222223,22.413817048072815
37,3.1839781818181816,27.839367606423117
41,1.1416807666666666,28.36047093073527
44,0.9217286066666667,29.66051459312439
47,0.5629966490666667,25.65302222967148
48,1.8004787905882351,26.792981764849493
63,-0.8330451659210526,27.4734439034211
68,-1.9579633,32.093799114227295
75,0.25418158,29.850364923477173
81,-1.3148407,33.17634344100952
87,-0.4565612754545454,22.12750965898687
92,-0.09070142142857142,27.531305721827916
98,0.04610375894736838,26.958273774699162
100,-1.6632057666666666,27.8213103612264
104,3.591699766666667,25.68844238917033
105,-2.7996352368421054,23.209901734402305
108,-0.1979365500000001,25.715004205703735
114,-1.128354875,24.553268551826477
115,-0.5617050820744681,34.61615060238128
119,-1.3589662,25.031988620758057
122,0.036232644999999994,25.18078991999993
123,2.1957755,19.57200527191162
127,-0.04876177,30.71288824081421
130,0.07858464,21.440746784210205
153,0.12750214378348212,29.027436863098824
160,-1.0369158633333333,34.83606576919556
171,0.6240232,25.83390712738037
184,1.06397725,28.861101269721985
189,1.2328782333333335,26.371116638183594
204,-2.12268313,28.76539707183838
221,-1.453399941,27.17504898707072
222,-2.32264772,26.854382242475236
224,-0.3808968632258065,26.597437818204202
230,-0.66589034,28.048486709594727
234,0.43016939,26.8857479095459
240,0.6549769666666667,24.835979143778484
248,-1.03401185,21.583672761917114
250,0.1392975675,27.61602371931076
274,-1.8167101,50.30271053314209
284,-1.1932092799999998,27.226232290267944
286,0.10047446249999992,21.862457394599915
288,-0.7367850915869565,34.851090959880665
293,-1.8729537257142859,27.49882561819894
307,-5.827374,19.712751592908585
317,-0.007147453333333331,27.44961102803548
318,1.2152902841666666,27.50390688578288
329,0.04569626,28.48248243331909
334,-0.06586576,25.734692414601643
340,2.0503726,19.737319946289062
344,1.8773778666666667,12.16787608464559
357,1.8514254,19.946327209472656
361,0.13277602000000002,32.352662086486816
366,1.285845,27.495205402374268
371,1.4592586248,28.141122817993164
374,0.65685767,28.0780029296875
395,2.218335666666667,17.899640401204426
450,0.3636084,24.832053979237873
501,3.0674023373333337,28.260207494099934
502,0.3014183,29.46756601333618
532,-0.9973513,22.997334003448486
554,0.79460347,27.651095390319824
560,0.32177627,27.78143882751465
563,1.54608245,31.156139373779297
569,0.9882786,28.65231990814209
574,4.025357208333333,33.93974721431732
667,-0.9786465551944445,27.65654510921902
681,0.14610363199999998,28.39087152481079
787,1.1602695427272727,26.153023676438764
795,-1.9921261000000001,29.248536825180054
802,-2.4920987500000003,30.464786291122437
807,-2.0363955,30.43585777282715
818,0.3445626,26.689574718475345
820,-1.9272573907692307,27.172497786008396
825,2.867593,27.539682388305664
838,3.407194814285714,28.680819783891952
847,2.7186865846153845,32.8784414438101
882,0.9687256848888889,26.527837647332085
918,3.8172023881333335,30.11005226771037
942,2.835261828571429,34.75583076477051
943,0.16756004,31.16426467895508
952,-0.9473309,23.365188439687092
960,-1.620291685,22.8234875202179
967,-0.19317490000000004,28.58615239461263
977,1.1614789782222223,32.91668838924832
1042,-2.06702655,27.633766333262127
1094,3.635794,34.23654794692993
1098,0.79730814,20.764517784118652
1104,3.05009235,28.659974336624146
1108,2.3364112,25.756449699401852
1111,0.5054797,20.04137277603149
1113,-0.26279682,25.65571546554565
1229,2.2537963,30.268068313598636
1243,-0.3532474,31.705968379974365
1291,-0.04512787,26.51036024093628
